Sample_1,Sample_2,Jaccard_Similarity
SAM_008,SAM_066,0.25
SAM_008,SAM_067,0.0833333333333333
SAM_008,SAM_068,0.2727272727272727
SAM_008,SAM_069,0.3636363636363636
SAM_008,SAM_070,0.1818181818181818
SAM_008,SAM_071,0.3846153846153846
SAM_008,SAM_072,0.1818181818181818
SAM_008,SAM_073,0.4615384615384615
SAM_008,SAM_074,0.2727272727272727
SAM_008,SAM_075,0.2142857142857142
SAM_008,SAM_076,0.1666666666666666
SAM_008,SAM_077,0.0
SAM_008,SAM_078,0.2727272727272727
SAM_008,SAM_079,0.3333333333333333
SAM_008,SAM_080,0.2222222222222222
SAM_008,SAM_081,0.4166666666666667
SAM_008,SAM_082,0.3076923076923077
SAM_008,SAM_083,0.0769230769230769
SAM_008,SAM_084,0.0
SAM_008,SAM_085,0.0909090909090909
SAM_008,SAM_086,0.4166666666666667
SAM_008,SAM_087,0.1111111111111111
SAM_008,SAM_088,0.4545454545454545
SAM_008,SAM_089,0.3125
SAM_008,SAM_090,0.1818181818181818
SAM_008,SAM_091,0.0833333333333333
SAM_008,SAM_092,0.3636363636363636
SAM_008,SAM_093,0.3
SAM_008,SAM_094,0.2727272727272727
SAM_008,SAM_095,0.2307692307692307
SAM_008,SAM_096,0.4545454545454545
SAM_008,SAM_097,0.4
SAM_008,SAM_098,0.1666666666666666
SAM_008,SAM_099,0.1428571428571428
SAM_008,SAM_100,0.3076923076923077
SAM_009,SAM_010,0.1111111111111111
SAM_009,SAM_011,0.6666666666666666
SAM_009,SAM_012,0.1818181818181818
SAM_009,SAM_013,0.25
SAM_009,SAM_014,0.0833333333333333
SAM_009,SAM_015,0.125
SAM_009,SAM_016,0.1111111111111111
SAM_009,SAM_017,0.0833333333333333
SAM_009,SAM_018,0.0
SAM_009,SAM_019,0.0
SAM_009,SAM_020,0.0
SAM_009,SAM_021,0.1666666666666666
SAM_009,SAM_022,0.1666666666666666
SAM_009,SAM_023,0.2
SAM_009,SAM_024,0.0
SAM_009,SAM_025,0.0
SAM_009,SAM_026,0.0
SAM_009,SAM_027,0.0833333333333333
SAM_009,SAM_028,0.0
SAM_009,SAM_029,0.0
SAM_009,SAM_030,0.1428571428571428
SAM_009,SAM_031,0.0
SAM_009,SAM_032,0.0
SAM_009,SAM_033,0.1
SAM_009,SAM_034,0.1666666666666666
SAM_009,SAM_035,0.1
SAM_009,SAM_036,0.0
SAM_009,SAM_037,0.0
SAM_009,SAM_038,0.2222222222222222
SAM_009,SAM_039,0.25
SAM_009,SAM_040,0.1428571428571428
SAM_009,SAM_041,0.1666666666666666
SAM_009,SAM_042,0.0
SAM_009,SAM_043,0.0714285714285714
SAM_009,SAM_044,0.1666666666666666
SAM_009,SAM_045,0.1818181818181818
SAM_009,SAM_046,0.4
SAM_009,SAM_047,0.125
SAM_009,SAM_048,0.0
SAM_009,SAM_049,0.2857142857142857
SAM_009,SAM_050,0.2222222222222222
SAM_009,SAM_051,0.2857142857142857
SAM_009,SAM_052,0.2222222222222222
SAM_009,SAM_053,0.0
SAM_009,SAM_054,0.1666666666666666
SAM_009,SAM_055,0.2857142857142857
SAM_009,SAM_056,0.0
SAM_009,SAM_057,0.1111111111111111
SAM_009,SAM_058,0.0909090909090909
SAM_009,SAM_059,0.2222222222222222
SAM_009,SAM_060,0.0
SAM_009,SAM_061,0.1818181818181818
SAM_009,SAM_062,0.2222222222222222
SAM_009,SAM_063,0.0
SAM_009,SAM_064,0.0
SAM_009,SAM_065,0.1666666666666666
SAM_009,SAM_066,0.0
SAM_009,SAM_067,0.1428571428571428
SAM_009,SAM_068,0.0
SAM_009,SAM_069,0.25
SAM_009,SAM_070,0.0
SAM_009,SAM_071,0.1818181818181818
SAM_009,SAM_072,0.1428571428571428
SAM_009,SAM_073,0.0769230769230769
SAM_009,SAM_074,0.125
SAM_009,SAM_075,0.0909090909090909
SAM_009,SAM_076,0.125
SAM_009,SAM_077,0.0
SAM_009,SAM_078,0.0
SAM_009,SAM_079,0.1
SAM_009,SAM_080,0.0
SAM_009,SAM_081,0.2
SAM_009,SAM_082,0.0909090909090909
SAM_009,SAM_083,0.125
SAM_009,SAM_084,0.0
SAM_009,SAM_085,0.0
SAM_009,SAM_086,0.0909090909090909
SAM_009,SAM_087,0.0
SAM_009,SAM_088,0.1
SAM_009,SAM_089,0.0666666666666666
SAM_009,SAM_090,0.3333333333333333
SAM_009,SAM_091,0.1428571428571428
SAM_009,SAM_092,0.0
SAM_009,SAM_093,0.0
SAM_009,SAM_094,0.2857142857142857
SAM_009,SAM_095,0.1
SAM_009,SAM_096,0.1
SAM_009,SAM_097,0.2857142857142857
SAM_009,SAM_098,0.125
SAM_009,SAM_099,0.2222222222222222
SAM_009,SAM_100,0.0909090909090909
SAM_010,SAM_011,0.125
SAM_010,SAM_012,0.2142857142857142
SAM_010,SAM_013,0.2727272727272727
SAM_010,SAM_014,0.1333333333333333
SAM_010,SAM_015,0.3
SAM_010,SAM_016,0.2727272727272727
SAM_010,SAM_017,0.1333333333333333
SAM_010,SAM_018,0.1538461538461538
SAM_010,SAM_019,0.3
SAM_010,SAM_020,0.0
SAM_010,SAM_021,0.2222222222222222
SAM_010,SAM_022,0.375
SAM_010,SAM_023,0.1111111111111111
SAM_010,SAM_024,0.0833333333333333
SAM_010,SAM_025,0.0833333333333333
SAM_010,SAM_026,0.125
SAM_010,SAM_027,0.3076923076923077
SAM_010,SAM_028,0.1
SAM_010,SAM_029,0.0909090909090909
SAM_010,SAM_030,0.5
SAM_010,SAM_031,0.2222222222222222
SAM_010,SAM_032,0.2
SAM_010,SAM_033,0.3636363636363636
SAM_010,SAM_034,0.2222222222222222
SAM_010,SAM_035,0.1538461538461538
SAM_010,SAM_036,0.1
SAM_010,SAM_037,0.1818181818181818
SAM_010,SAM_038,0.25
SAM_010,SAM_039,0.2727272727272727
SAM_010,SAM_040,0.5
SAM_010,SAM_041,0.125
SAM_010,SAM_042,0.2857142857142857
SAM_010,SAM_043,0.3571428571428571
SAM_010,SAM_044,0.1
SAM_010,SAM_045,0.3076923076923077
SAM_010,SAM_046,0.2222222222222222
SAM_010,SAM_047,0.1818181818181818
SAM_010,SAM_048,0.25
SAM_010,SAM_049,0.3
SAM_010,SAM_050,0.25
SAM_010,SAM_051,0.1818181818181818
SAM_010,SAM_052,0.3636363636363636
SAM_010,SAM_053,0.125
SAM_010,SAM_054,0.3846153846153846
SAM_010,SAM_055,0.0833333333333333
SAM_010,SAM_056,0.0833333333333333
SAM_010,SAM_057,0.1666666666666666
SAM_010,SAM_058,0.2307692307692307
SAM_010,SAM_059,0.25
SAM_010,SAM_060,0.0
SAM_010,SAM_061,0.3076923076923077
SAM_010,SAM_062,0.1538461538461538
SAM_010,SAM_063,0.1818181818181818
SAM_010,SAM_064,0.1818181818181818
SAM_010,SAM_065,0.1
SAM_010,SAM_066,0.125
SAM_010,SAM_067,0.0
SAM_010,SAM_068,0.0833333333333333
SAM_010,SAM_069,0.2727272727272727
SAM_010,SAM_070,0.0909090909090909
SAM_010,SAM_071,0.2142857142857142
SAM_010,SAM_072,0.0909090909090909
SAM_010,SAM_073,0.3846153846153846
SAM_010,SAM_074,0.0833333333333333
SAM_010,SAM_075,0.0666666666666666
SAM_010,SAM_076,0.1818181818181818
SAM_010,SAM_077,0.1111111111111111
SAM_010,SAM_078,0.1818181818181818
SAM_010,SAM_079,0.25
SAM_010,SAM_080,0.25
SAM_010,SAM_081,0.3333333333333333
SAM_010,SAM_082,0.2307692307692307
SAM_010,SAM_083,0.1818181818181818
SAM_010,SAM_084,0.0
SAM_010,SAM_085,0.1
SAM_010,SAM_086,0.1428571428571428
SAM_010,SAM_087,0.125
SAM_010,SAM_088,0.1538461538461538
SAM_010,SAM_089,0.25
SAM_010,SAM_090,0.0909090909090909
SAM_010,SAM_091,0.0
SAM_010,SAM_092,0.2727272727272727
SAM_010,SAM_093,0.2
SAM_010,SAM_094,0.3
SAM_010,SAM_095,0.25
SAM_010,SAM_096,0.1538461538461538
SAM_010,SAM_097,0.1818181818181818
SAM_010,SAM_098,0.0833333333333333
SAM_010,SAM_099,0.0714285714285714
SAM_010,SAM_100,0.3333333333333333
SAM_011,SAM_012,0.2
SAM_011,SAM_013,0.2857142857142857
SAM_011,SAM_014,0.0909090909090909
SAM_011,SAM_015,0.1428571428571428
SAM_011,SAM_016,0.125
SAM_011,SAM_017,0.0909090909090909
SAM_011,SAM_018,0.0
SAM_011,SAM_019,0.0
SAM_011,SAM_020,0.0
SAM_011,SAM_021,0.2
SAM_011,SAM_022,0.2
SAM_011,SAM_023,0.25
SAM_011,SAM_024,0.0
SAM_011,SAM_025,0.0
SAM_011,SAM_026,0.0
SAM_011,SAM_027,0.0909090909090909
SAM_011,SAM_028,0.0
SAM_011,SAM_029,0.0
SAM_011,SAM_030,0.1666666666666666
SAM_011,SAM_031,0.0
SAM_011,SAM_032,0.0
SAM_011,SAM_033,0.1111111111111111
SAM_011,SAM_034,0.2
SAM_011,SAM_035,0.1111111111111111
SAM_011,SAM_036,0.0
SAM_011,SAM_037,0.0
SAM_011,SAM_038,0.25
SAM_011,SAM_039,0.2857142857142857
SAM_011,SAM_040,0.1666666666666666
SAM_011,SAM_041,0.1818181818181818
SAM_011,SAM_042,0.0
SAM_011,SAM_043,0.0769230769230769
SAM_011,SAM_044,0.2
SAM_011,SAM_045,0.2
SAM_011,SAM_046,0.5
SAM_011,SAM_047,0.1428571428571428
SAM_011,SAM_048,0.0
SAM_011,SAM_049,0.3333333333333333
SAM_011,SAM_050,0.25
SAM_011,SAM_051,0.3333333333333333
SAM_011,SAM_052,0.25
SAM_011,SAM_053,0.0
SAM_011,SAM_054,0.1818181818181818
SAM_011,SAM_055,0.3333333333333333
SAM_011,SAM_056,0.0
SAM_011,SAM_057,0.125
SAM_011,SAM_058,0.1
SAM_011,SAM_059,0.25
SAM_011,SAM_060,0.0
SAM_011,SAM_061,0.2
SAM_011,SAM_062,0.25
SAM_011,SAM_063,0.0
SAM_011,SAM_064,0.0
SAM_011,SAM_065,0.2
SAM_011,SAM_066,0.0
SAM_011,SAM_067,0.1666666666666666
SAM_011,SAM_068,0.0
SAM_011,SAM_069,0.2857142857142857
SAM_011,SAM_070,0.0
SAM_011,SAM_071,0.2
SAM_011,SAM_072,0.1666666666666666
SAM_011,SAM_073,0.0833333333333333
SAM_011,SAM_074,0.1428571428571428
SAM_011,SAM_075,0.1
SAM_011,SAM_076,0.1428571428571428
SAM_011,SAM_077,0.0
SAM_011,SAM_078,0.0
SAM_011,SAM_079,0.1111111111111111
SAM_011,SAM_080,0.0
SAM_011,SAM_081,0.2222222222222222
SAM_011,SAM_082,0.1
SAM_011,SAM_083,0.1428571428571428
SAM_011,SAM_084,0.0
SAM_011,SAM_085,0.0
SAM_011,SAM_086,0.1
SAM_011,SAM_087,0.0
SAM_011,SAM_088,0.1111111111111111
SAM_011,SAM_089,0.0714285714285714
SAM_011,SAM_090,0.4
SAM_011,SAM_091,0.1666666666666666
SAM_011,SAM_092,0.0
SAM_011,SAM_093,0.0
SAM_011,SAM_094,0.3333333333333333
SAM_011,SAM_095,0.1111111111111111
SAM_011,SAM_096,0.1111111111111111
SAM_011,SAM_097,0.3333333333333333
SAM_011,SAM_098,0.1428571428571428
SAM_011,SAM_099,0.25
SAM_011,SAM_100,0.1
SAM_012,SAM_013,0.4166666666666667
SAM_012,SAM_014,0.3333333333333333
SAM_012,SAM_015,0.4545454545454545
SAM_012,SAM_016,0.4166666666666667
SAM_012,SAM_017,0.5384615384615384
SAM_012,SAM_018,0.2857142857142857
SAM_012,SAM_019,0.1428571428571428
SAM_012,SAM_020,0.0909090909090909
SAM_012,SAM_021,0.2727272727272727
SAM_012,SAM_022,0.2727272727272727
SAM_012,SAM_023,0.3
SAM_012,SAM_024,0.1428571428571428
SAM_012,SAM_025,0.3333333333333333
SAM_012,SAM_026,0.0
SAM_012,SAM_027,0.3333333333333333
SAM_012,SAM_028,0.4
SAM_012,SAM_029,0.1538461538461538
SAM_012,SAM_030,0.1538461538461538
SAM_012,SAM_031,0.0769230769230769
SAM_012,SAM_032,0.1538461538461538
SAM_012,SAM_033,0.5
SAM_012,SAM_034,0.2727272727272727
SAM_012,SAM_035,0.3846153846153846
SAM_012,SAM_036,0.1666666666666666
SAM_012,SAM_037,0.1428571428571428
SAM_012,SAM_038,0.3846153846153846
SAM_012,SAM_039,0.3076923076923077
SAM_012,SAM_040,0.1538461538461538
SAM_012,SAM_041,0.4
SAM_012,SAM_042,0.0909090909090909
SAM_012,SAM_043,0.4666666666666667
SAM_012,SAM_044,0.2727272727272727
SAM_012,SAM_045,0.4285714285714285
SAM_012,SAM_046,0.1666666666666666
SAM_012,SAM_047,0.3333333333333333
SAM_012,SAM_048,0.125
SAM_012,SAM_049,0.6
SAM_012,SAM_050,0.5
SAM_012,SAM_051,0.4545454545454545
SAM_012,SAM_052,0.5
SAM_012,SAM_053,0.0909090909090909
SAM_012,SAM_054,0.3125
SAM_012,SAM_055,0.4545454545454545
SAM_012,SAM_056,0.1428571428571428
SAM_012,SAM_057,0.4166666666666667
SAM_012,SAM_058,0.2666666666666666
SAM_012,SAM_059,0.5
SAM_012,SAM_060,0.2142857142857142
SAM_012,SAM_061,0.3333333333333333
SAM_012,SAM_062,0.2857142857142857
SAM_012,SAM_063,0.3333333333333333
SAM_012,SAM_064,0.2307692307692307
SAM_012,SAM_065,0.2727272727272727
SAM_012,SAM_066,0.0909090909090909
SAM_012,SAM_067,0.25
SAM_012,SAM_068,0.2307692307692307
SAM_012,SAM_069,0.4166666666666667
SAM_012,SAM_070,0.25
SAM_012,SAM_071,0.4285714285714285
SAM_012,SAM_072,0.25
SAM_012,SAM_073,0.4
SAM_012,SAM_074,0.3333333333333333
SAM_012,SAM_075,0.3571428571428571
SAM_012,SAM_076,0.2307692307692307
SAM_012,SAM_077,0.0833333333333333
SAM_012,SAM_078,0.3333333333333333
SAM_012,SAM_079,0.3846153846153846
SAM_012,SAM_080,0.1818181818181818
SAM_012,SAM_081,0.4615384615384615
SAM_012,SAM_082,0.2666666666666666
SAM_012,SAM_083,0.1428571428571428
SAM_012,SAM_084,0.0909090909090909
SAM_012,SAM_085,0.0769230769230769
SAM_012,SAM_086,0.7272727272727273
SAM_012,SAM_087,0.2
SAM_012,SAM_088,0.5
SAM_012,SAM_089,0.2105263157894736
SAM_012,SAM_090,0.3636363636363636
SAM_012,SAM_091,0.1538461538461538
SAM_012,SAM_092,0.3076923076923077
SAM_012,SAM_093,0.3636363636363636
SAM_012,SAM_094,0.3333333333333333
SAM_012,SAM_095,0.2
SAM_012,SAM_096,0.5
SAM_012,SAM_097,0.6
SAM_012,SAM_098,0.2307692307692307
SAM_012,SAM_099,0.2857142857142857
SAM_012,SAM_100,0.2666666666666666
SAM_013,SAM_014,0.2142857142857142
SAM_013,SAM_015,0.1818181818181818
SAM_013,SAM_016,0.2727272727272727
SAM_013,SAM_017,0.3076923076923077
SAM_013,SAM_018,0.25
SAM_013,SAM_019,0.1818181818181818
SAM_013,SAM_020,0.125
SAM_013,SAM_021,0.2222222222222222
SAM_013,SAM_022,0.375
SAM_013,SAM_023,0.1111111111111111
SAM_013,SAM_024,0.0833333333333333
SAM_013,SAM_025,0.3
SAM_013,SAM_026,0.125
SAM_013,SAM_027,0.3076923076923077
SAM_013,SAM_028,0.2222222222222222
SAM_013,SAM_029,0.0909090909090909
SAM_013,SAM_030,0.2
SAM_013,SAM_031,0.1
SAM_013,SAM_032,0.0909090909090909
SAM_013,SAM_033,0.25
SAM_013,SAM_034,0.2222222222222222
SAM_013,SAM_035,0.3636363636363636
SAM_013,SAM_036,0.1
SAM_013,SAM_037,0.1818181818181818
SAM_013,SAM_038,0.25
SAM_013,SAM_039,0.1666666666666666
SAM_013,SAM_040,0.0909090909090909
SAM_013,SAM_041,0.2
SAM_013,SAM_042,0.0
SAM_013,SAM_043,0.2666666666666666
SAM_013,SAM_044,0.2222222222222222
SAM_013,SAM_045,0.4166666666666667
SAM_013,SAM_046,0.375
SAM_013,SAM_047,0.3
SAM_013,SAM_048,0.1538461538461538
SAM_013,SAM_049,0.4444444444444444
SAM_013,SAM_050,0.5
SAM_013,SAM_051,0.3
SAM_013,SAM_052,0.25
SAM_013,SAM_053,0.125
SAM_013,SAM_054,0.2857142857142857
SAM_013,SAM_055,0.3
SAM_013,SAM_056,0.0833333333333333
SAM_013,SAM_057,0.4
SAM_013,SAM_058,0.1428571428571428
SAM_013,SAM_059,0.3636363636363636
SAM_013,SAM_060,0.0769230769230769
SAM_013,SAM_061,0.3076923076923077
SAM_013,SAM_062,0.3636363636363636
SAM_013,SAM_063,0.0833333333333333
SAM_013,SAM_064,0.1818181818181818
SAM_013,SAM_065,0.2222222222222222
SAM_013,SAM_066,0.0
SAM_013,SAM_067,0.3333333333333333
SAM_013,SAM_068,0.1818181818181818
SAM_013,SAM_069,0.4
SAM_013,SAM_070,0.0909090909090909
SAM_013,SAM_071,0.4166666666666667
SAM_013,SAM_072,0.2
SAM_013,SAM_073,0.2857142857142857
SAM_013,SAM_074,0.3
SAM_013,SAM_075,0.2307692307692307
SAM_013,SAM_076,0.1818181818181818
SAM_013,SAM_077,0.1111111111111111
SAM_013,SAM_078,0.1818181818181818
SAM_013,SAM_079,0.25
SAM_013,SAM_080,0.1111111111111111
SAM_013,SAM_081,0.3333333333333333
SAM_013,SAM_082,0.1428571428571428
SAM_013,SAM_083,0.3
SAM_013,SAM_084,0.0
SAM_013,SAM_085,0.0
SAM_013,SAM_086,0.3333333333333333
SAM_013,SAM_087,0.2857142857142857
SAM_013,SAM_088,0.25
SAM_013,SAM_089,0.1764705882352941
SAM_013,SAM_090,0.2
SAM_013,SAM_091,0.2
SAM_013,SAM_092,0.1666666666666666
SAM_013,SAM_093,0.2
SAM_013,SAM_094,0.4444444444444444
SAM_013,SAM_095,0.25
SAM_013,SAM_096,0.25
SAM_013,SAM_097,0.4444444444444444
SAM_013,SAM_098,0.3
SAM_013,SAM_099,0.5
SAM_013,SAM_100,0.1428571428571428
SAM_014,SAM_015,0.3333333333333333
SAM_014,SAM_016,0.1333333333333333
SAM_014,SAM_017,0.3333333333333333
SAM_014,SAM_018,0.2857142857142857
SAM_014,SAM_019,0.2307692307692307
SAM_014,SAM_020,0.0909090909090909
SAM_014,SAM_021,0.0769230769230769
SAM_014,SAM_022,0.1666666666666666
SAM_014,SAM_023,0.0833333333333333
SAM_014,SAM_024,0.1428571428571428
SAM_014,SAM_025,0.0666666666666666
SAM_014,SAM_026,0.0
SAM_014,SAM_027,0.1764705882352941
SAM_014,SAM_028,0.2727272727272727
SAM_014,SAM_029,0.0
SAM_014,SAM_030,0.0714285714285714
SAM_014,SAM_031,0.1666666666666666
SAM_014,SAM_032,0.25
SAM_014,SAM_033,0.2
SAM_014,SAM_034,0.0769230769230769
SAM_014,SAM_035,0.2857142857142857
SAM_014,SAM_036,0.1666666666666666
SAM_014,SAM_037,0.2307692307692307
SAM_014,SAM_038,0.2857142857142857
SAM_014,SAM_039,0.2142857142857142
SAM_014,SAM_040,0.1538461538461538
SAM_014,SAM_041,0.1666666666666666
SAM_014,SAM_042,0.2
SAM_014,SAM_043,0.2222222222222222
SAM_014,SAM_044,0.1666666666666666
SAM_014,SAM_045,0.3333333333333333
SAM_014,SAM_046,0.1666666666666666
SAM_014,SAM_047,0.4545454545454545
SAM_014,SAM_048,0.125
SAM_014,SAM_049,0.2307692307692307
SAM_014,SAM_050,0.2857142857142857
SAM_014,SAM_051,0.3333333333333333
SAM_014,SAM_052,0.125
SAM_014,SAM_053,0.0
SAM_014,SAM_054,0.3125
SAM_014,SAM_055,0.2307692307692307
SAM_014,SAM_056,0.2307692307692307
SAM_014,SAM_057,0.4166666666666667
SAM_014,SAM_058,0.4615384615384615
SAM_014,SAM_059,0.3846153846153846
SAM_014,SAM_060,0.3076923076923077
SAM_014,SAM_061,0.4285714285714285
SAM_014,SAM_062,0.2857142857142857
SAM_014,SAM_063,0.2307692307692307
SAM_014,SAM_064,0.4545454545454545
SAM_014,SAM_065,0.1666666666666666
SAM_014,SAM_066,0.0909090909090909
SAM_014,SAM_067,0.3636363636363636
SAM_014,SAM_068,0.0666666666666666
SAM_014,SAM_069,0.3076923076923077
SAM_014,SAM_070,0.1538461538461538
SAM_014,SAM_071,0.4285714285714285
SAM_014,SAM_072,0.3636363636363636
SAM_014,SAM_073,0.3125
SAM_014,SAM_074,0.3333333333333333
SAM_014,SAM_075,0.5833333333333334
SAM_014,SAM_076,0.2307692307692307
SAM_014,SAM_077,0.1818181818181818
SAM_014,SAM_078,0.3333333333333333
SAM_014,SAM_079,0.3846153846153846
SAM_014,SAM_080,0.1818181818181818
SAM_014,SAM_081,0.4615384615384615
SAM_014,SAM_082,0.1176470588235294
SAM_014,SAM_083,0.0666666666666666
SAM_014,SAM_084,0.0909090909090909
SAM_014,SAM_085,0.0769230769230769
SAM_014,SAM_086,0.3571428571428571
SAM_014,SAM_087,0.0909090909090909
SAM_014,SAM_088,0.2857142857142857
SAM_014,SAM_089,0.15
SAM_014,SAM_090,0.1538461538461538
SAM_014,SAM_091,0.25
SAM_014,SAM_092,0.1333333333333333
SAM_014,SAM_093,0.25
SAM_014,SAM_094,0.2307692307692307
SAM_014,SAM_095,0.2857142857142857
SAM_014,SAM_096,0.3846153846153846
SAM_014,SAM_097,0.2307692307692307
SAM_014,SAM_098,0.1428571428571428
SAM_014,SAM_099,0.3846153846153846
SAM_014,SAM_100,0.3571428571428571
SAM_015,SAM_016,0.3
SAM_015,SAM_017,0.3333333333333333
SAM_015,SAM_018,0.1666666666666666
SAM_015,SAM_019,0.2
SAM_015,SAM_020,0.0
SAM_015,SAM_021,0.25
SAM_015,SAM_022,0.25
SAM_015,SAM_023,0.2857142857142857
SAM_015,SAM_024,0.0909090909090909
SAM_015,SAM_025,0.2
SAM_015,SAM_026,0.0
SAM_015,SAM_027,0.2307692307692307
SAM_015,SAM_028,0.25
SAM_015,SAM_029,0.1
SAM_015,SAM_030,0.2222222222222222
SAM_015,SAM_031,0.25
SAM_015,SAM_032,0.1
SAM_015,SAM_033,0.4
SAM_015,SAM_034,0.25
SAM_015,SAM_035,0.1666666666666666
SAM_015,SAM_036,0.25
SAM_015,SAM_037,0.0909090909090909
SAM_015,SAM_038,0.2727272727272727
SAM_015,SAM_039,0.1818181818181818
SAM_015,SAM_040,0.2222222222222222
SAM_015,SAM_041,0.2142857142857142
SAM_015,SAM_042,0.3333333333333333
SAM_015,SAM_043,0.3846153846153846
SAM_015,SAM_044,0.4285714285714285
SAM_015,SAM_045,0.1428571428571428
SAM_015,SAM_046,0.1111111111111111
SAM_015,SAM_047,0.3333333333333333
SAM_015,SAM_048,0.1666666666666666
SAM_015,SAM_049,0.5
SAM_015,SAM_050,0.4
SAM_015,SAM_051,0.3333333333333333
SAM_015,SAM_052,0.4
SAM_015,SAM_053,0.1428571428571428
SAM_015,SAM_054,0.3076923076923077
SAM_015,SAM_055,0.2
SAM_015,SAM_056,0.0909090909090909
SAM_015,SAM_057,0.3
SAM_015,SAM_058,0.3636363636363636
SAM_015,SAM_059,0.4
SAM_015,SAM_060,0.1818181818181818
SAM_015,SAM_061,0.3333333333333333
SAM_015,SAM_062,0.0769230769230769
SAM_015,SAM_063,0.2
SAM_015,SAM_064,0.2
SAM_015,SAM_065,0.1111111111111111
SAM_015,SAM_066,0.1428571428571428
SAM_015,SAM_067,0.2222222222222222
SAM_015,SAM_068,0.0909090909090909
SAM_015,SAM_069,0.4444444444444444
SAM_015,SAM_070,0.2222222222222222
SAM_015,SAM_071,0.2307692307692307
SAM_015,SAM_072,0.2222222222222222
SAM_015,SAM_073,0.4166666666666667
SAM_015,SAM_074,0.2
SAM_015,SAM_075,0.3636363636363636
SAM_015,SAM_076,0.2
SAM_015,SAM_077,0.0
SAM_015,SAM_078,0.3333333333333333
SAM_015,SAM_079,0.5555555555555556
SAM_015,SAM_080,0.2857142857142857
SAM_015,SAM_081,0.5
SAM_015,SAM_082,0.25
SAM_015,SAM_083,0.0909090909090909
SAM_015,SAM_084,0.1428571428571428
SAM_015,SAM_085,0.0
SAM_015,SAM_086,0.5
SAM_015,SAM_087,0.1428571428571428
SAM_015,SAM_088,0.1666666666666666
SAM_015,SAM_089,0.1176470588235294
SAM_015,SAM_090,0.375
SAM_015,SAM_091,0.1
SAM_015,SAM_092,0.3
SAM_015,SAM_093,0.375
SAM_015,SAM_094,0.3333333333333333
SAM_015,SAM_095,0.2727272727272727
SAM_015,SAM_096,0.4
SAM_015,SAM_097,0.3333333333333333
SAM_015,SAM_098,0.0
SAM_015,SAM_099,0.0769230769230769
SAM_015,SAM_100,0.3636363636363636
SAM_016,SAM_017,0.3076923076923077
SAM_016,SAM_018,0.0714285714285714
SAM_016,SAM_019,0.0833333333333333
SAM_016,SAM_020,0.125
SAM_016,SAM_021,0.375
SAM_016,SAM_022,0.2222222222222222
SAM_016,SAM_023,0.25
SAM_016,SAM_024,0.3
SAM_016,SAM_025,0.1818181818181818
SAM_016,SAM_026,0.125
SAM_016,SAM_027,0.5454545454545454
SAM_016,SAM_028,0.375
SAM_016,SAM_029,0.0909090909090909
SAM_016,SAM_030,0.2
SAM_016,SAM_031,0.1
SAM_016,SAM_032,0.0909090909090909
SAM_016,SAM_033,0.5
SAM_016,SAM_034,0.2222222222222222
SAM_016,SAM_035,0.3636363636363636
SAM_016,SAM_036,0.2222222222222222
SAM_016,SAM_037,0.1818181818181818
SAM_016,SAM_038,0.3636363636363636
SAM_016,SAM_039,0.2727272727272727
SAM_016,SAM_040,0.2
SAM_016,SAM_041,0.3846153846153846
SAM_016,SAM_042,0.125
SAM_016,SAM_043,0.3571428571428571
SAM_016,SAM_044,0.2222222222222222
SAM_016,SAM_045,0.3076923076923077
SAM_016,SAM_046,0.1
SAM_016,SAM_047,0.3
SAM_016,SAM_048,0.0714285714285714
SAM_016,SAM_049,0.625
SAM_016,SAM_050,0.25
SAM_016,SAM_051,0.3
SAM_016,SAM_052,0.3636363636363636
SAM_016,SAM_053,0.2857142857142857
SAM_016,SAM_054,0.2857142857142857
SAM_016,SAM_055,0.1818181818181818
SAM_016,SAM_056,0.3
SAM_016,SAM_057,0.1666666666666666
SAM_016,SAM_058,0.1428571428571428
SAM_016,SAM_059,0.5
SAM_016,SAM_060,0.2727272727272727
SAM_016,SAM_061,0.1333333333333333
SAM_016,SAM_062,0.1538461538461538
SAM_016,SAM_063,0.3
SAM_016,SAM_064,0.1818181818181818
SAM_016,SAM_065,0.2222222222222222
SAM_016,SAM_066,0.0
SAM_016,SAM_067,0.0909090909090909
SAM_016,SAM_068,0.1818181818181818
SAM_016,SAM_069,0.2727272727272727
SAM_016,SAM_070,0.2
SAM_016,SAM_071,0.3076923076923077
SAM_016,SAM_072,0.3333333333333333
SAM_016,SAM_073,0.3846153846153846
SAM_016,SAM_074,0.1818181818181818
SAM_016,SAM_075,0.1428571428571428
SAM_016,SAM_076,0.3
SAM_016,SAM_077,0.0
SAM_016,SAM_078,0.3
SAM_016,SAM_079,0.3636363636363636
SAM_016,SAM_080,0.25
SAM_016,SAM_081,0.3333333333333333
SAM_016,SAM_082,0.3333333333333333
SAM_016,SAM_083,0.1818181818181818
SAM_016,SAM_084,0.0
SAM_016,SAM_085,0.0
SAM_016,SAM_086,0.4545454545454545
SAM_016,SAM_087,0.125
SAM_016,SAM_088,0.5
SAM_016,SAM_089,0.1764705882352941
SAM_016,SAM_090,0.3333333333333333
SAM_016,SAM_091,0.0909090909090909
SAM_016,SAM_092,0.4
SAM_016,SAM_093,0.3333333333333333
SAM_016,SAM_094,0.3
SAM_016,SAM_095,0.25
SAM_016,SAM_096,0.3636363636363636
