Sample_1,Sample_2,Joint_Similarity,Common_Substance,Category
SAM_049,SAM_090,0.5222237833311038,Meconine,Precursor
SAM_049,SAM_090,0.5222237833311038,Phenacetin,Adulterant
SAM_049,SAM_090,0.5222237833311038,Heroin,Active
SAM_062,SAM_099,0.5220990461320947,Heroin,Active
SAM_062,SAM_099,0.5220990461320947,Caffeine,Adulterant
SAM_062,SAM_099,0.5220990461320947,Cinnamoylcocaine,Precursor
SAM_062,SAM_099,0.5220990461320947,Phenacetin,Adulterant
SAM_039,SAM_100,0.5219629964821723,Noscapine,Precursor
SAM_039,SAM_100,0.5219629964821723,Heroin,Active
SAM_039,SAM_100,0.5219629964821723,Acetylcodeine,Precursor
SAM_039,SAM_100,0.5219629964821723,Hydrocotarnine,Precursor
SAM_039,SAM_100,0.5219629964821723,Acetaminophen,Adulterant
SAM_008,SAM_029,0.521378492548429,Noscapine,Precursor
SAM_008,SAM_029,0.521378492548429,Benzoic acid,Unknown
SAM_008,SAM_029,0.521378492548429,Cocaine,Active
SAM_004,SAM_075,0.5212533636416339,Meconine,Precursor
SAM_004,SAM_075,0.5212533636416339,Diacetamate,Unknown
SAM_004,SAM_075,0.5212533636416339,Ecgonidine methyl ester,Precursor
SAM_004,SAM_075,0.5212533636416339,6-Monoacetylmorphine,Precursor
SAM_004,SAM_075,0.5212533636416339,Acetylthebaol,Precursor
SAM_004,SAM_075,0.5212533636416339,Heroin,Active
SAM_004,SAM_075,0.5212533636416339,Acetaminophen,Adulterant
SAM_088,SAM_089,0.5211679099877168,Papaverine,Precursor
SAM_088,SAM_089,0.5211679099877168,Meconine,Precursor
SAM_088,SAM_089,0.5211679099877168,Ecgonidine methyl ester,Precursor
SAM_088,SAM_089,0.5211679099877168,Noscapine,Precursor
SAM_088,SAM_089,0.5211679099877168,Phenacetin,Adulterant
SAM_005,SAM_045,0.5207375232276655,Papaverine,Precursor
SAM_005,SAM_045,0.5207375232276655,Tetramisole or levamisole,Adulterant
SAM_005,SAM_045,0.5207375232276655,Ecgonidine methyl ester,Precursor
SAM_005,SAM_045,0.5207375232276655,Caffeine,Adulterant
SAM_005,SAM_045,0.5207375232276655,Hydrocotarnine,Precursor
SAM_005,SAM_045,0.5207375232276655,Phenacetin,Adulterant
SAM_011,SAM_055,0.5206246208146619,Heroin,Active
SAM_011,SAM_055,0.5206246208146619,Phenacetin,Adulterant
SAM_044,SAM_070,0.5204438263278146,Acetaminophen,Adulterant
SAM_044,SAM_070,0.5204438263278146,Cocaine,Active
SAM_049,SAM_078,0.5203729499439973,Acetylcodeine,Precursor
SAM_049,SAM_078,0.5203729499439973,Meconine,Precursor
SAM_049,SAM_078,0.5203729499439973,Caffeine,Adulterant
SAM_008,SAM_063,0.5203593404579632,Acetylcodeine,Precursor
SAM_008,SAM_063,0.5203593404579632,Meconine,Precursor
SAM_008,SAM_063,0.5203593404579632,Caffeine,Adulterant
SAM_008,SAM_063,0.5203593404579632,Noscapine,Precursor
SAM_012,SAM_073,0.5201703127501103,Meconine,Precursor
SAM_012,SAM_073,0.5201703127501103,Diacetamate,Unknown
SAM_012,SAM_073,0.5201703127501103,Caffeine,Adulterant
SAM_012,SAM_073,0.5201703127501103,Cocaine,Active
SAM_012,SAM_073,0.5201703127501103,Acetylcodeine,Precursor
SAM_012,SAM_073,0.5201703127501103,Phenacetin,Adulterant
SAM_089,SAM_094,0.5200070992596809,Papaverine,Precursor
SAM_089,SAM_094,0.5200070992596809,Ecgonidine methyl ester,Precursor
SAM_089,SAM_094,0.5200070992596809,6-Monoacetylmorphine,Precursor
SAM_089,SAM_094,0.5200070992596809,Phenacetin,Adulterant
SAM_028,SAM_054,0.5195421146684973,Acetylcodeine,Precursor
SAM_028,SAM_054,0.5195421146684973,Meconine,Precursor
SAM_028,SAM_054,0.5195421146684973,Ecgonidine methyl ester,Precursor
SAM_095,SAM_096,0.5193563163942375,Heroin,Active
SAM_095,SAM_096,0.5193563163942375,Acetaminophen,Adulterant
SAM_095,SAM_096,0.5193563163942375,Caffeine,Adulterant
SAM_095,SAM_096,0.5193563163942375,Cocaine,Active
SAM_092,SAM_093,0.5192155439916608,Acetylcodeine,Precursor
SAM_092,SAM_093,0.5192155439916608,Caffeine,Adulterant
SAM_092,SAM_093,0.5192155439916608,Cocaine,Active
SAM_031,SAM_069,0.5191195265232895,6-Monoacetylmorphine,Precursor
SAM_031,SAM_069,0.5191195265232895,Acetaminophen,Adulterant
SAM_031,SAM_069,0.5191195265232895,Cocaine,Active
SAM_014,SAM_062,0.5190770387845813,Heroin,Active
SAM_014,SAM_062,0.5190770387845813,Caffeine,Adulterant
SAM_014,SAM_062,0.5190770387845813,Cinnamoylcocaine,Precursor
SAM_014,SAM_062,0.5190770387845813,Tetramisole or levamisole,Adulterant
SAM_039,SAM_040,0.5190628771405609,Acetylcodeine,Precursor
SAM_039,SAM_040,0.5190628771405609,Hydrocotarnine,Precursor
SAM_039,SAM_040,0.5190628771405609,Phenacetin,Adulterant
SAM_008,SAM_079,0.519047414640288,6-Monoacetylmorphine,Precursor
SAM_008,SAM_079,0.519047414640288,Acetylcodeine,Precursor
SAM_008,SAM_079,0.519047414640288,Meconine,Precursor
SAM_008,SAM_079,0.519047414640288,Cocaine,Active
SAM_041,SAM_045,0.5189665858477603,Papaverine,Precursor
SAM_041,SAM_045,0.5189665858477603,Ecgonidine methyl ester,Precursor
SAM_041,SAM_045,0.5189665858477603,Acetylcodeine,Precursor
SAM_041,SAM_045,0.5189665858477603,Heroin,Active
SAM_041,SAM_045,0.5189665858477603,Noscapine,Precursor
SAM_041,SAM_045,0.5189665858477603,Phenacetin,Adulterant
SAM_002,SAM_027,0.518833679708258,Papaverine,Precursor
SAM_002,SAM_027,0.518833679708258,Meconine,Precursor
SAM_002,SAM_027,0.518833679708258,Hydrocotarnine,Precursor
SAM_002,SAM_027,0.518833679708258,Phenacetin,Adulterant
SAM_001,SAM_060,0.5186496715438275,Papaverine,Precursor
SAM_001,SAM_060,0.5186496715438275,Meconine,Precursor
SAM_001,SAM_060,0.5186496715438275,Acetaminophen,Adulterant
SAM_001,SAM_060,0.5186496715438275,Caffeine,Adulterant
SAM_013,SAM_025,0.5185096402320688,Phenetidine,Adulterant
SAM_013,SAM_025,0.5185096402320688,Ecgonidine methyl ester,Precursor
SAM_013,SAM_025,0.5185096402320688,Cocaine,Active
SAM_043,SAM_073,0.5183351359504864,Meconine,Precursor
SAM_043,SAM_073,0.5183351359504864,Diacetamate,Unknown
SAM_043,SAM_073,0.5183351359504864,Cocaine,Active
SAM_043,SAM_073,0.5183351359504864,6-Monoacetylmorphine,Precursor
SAM_043,SAM_073,0.5183351359504864,Acetylcodeine,Precursor
SAM_043,SAM_073,0.5183351359504864,Phenacetin,Adulterant
SAM_028,SAM_051,0.5181832965171829,Acetylcodeine,Precursor
SAM_028,SAM_051,0.5181832965171829,Meconine,Precursor
SAM_028,SAM_051,0.5181832965171829,Ecgonidine methyl ester,Precursor
SAM_059,SAM_075,0.5181682790017654,Meconine,Precursor
SAM_059,SAM_075,0.5181682790017654,Ecgonidine methyl ester,Precursor
SAM_059,SAM_075,0.5181682790017654,Caffeine,Adulterant
SAM_059,SAM_075,0.5181682790017654,6-Monoacetylmorphine,Precursor
SAM_059,SAM_075,0.5181682790017654,Heroin,Active
SAM_006,SAM_069,0.5180447769316691,Meconine,Precursor
SAM_006,SAM_069,0.5180447769316691,Phenacetin,Adulterant
SAM_006,SAM_069,0.5180447769316691,6-Monoacetylmorphine,Precursor
SAM_006,SAM_069,0.5180447769316691,Heroin,Active
SAM_014,SAM_078,0.5179131277743845,Diacetamate,Unknown
SAM_014,SAM_078,0.5179131277743845,Caffeine,Adulterant
SAM_014,SAM_078,0.5179131277743845,Acetylcodeine,Precursor
SAM_014,SAM_078,0.5179131277743845,Cinnamoylcocaine,Precursor
SAM_072,SAM_079,0.517911655444174,Papaverine,Precursor
SAM_072,SAM_079,0.517911655444174,Heroin,Active
SAM_072,SAM_079,0.517911655444174,Acetylcodeine,Precursor
SAM_051,SAM_052,0.5177317222359178,Acetylcodeine,Precursor
SAM_051,SAM_052,0.5177317222359178,Meconine,Precursor
SAM_051,SAM_052,0.5177317222359178,Phenacetin,Adulterant
SAM_051,SAM_052,0.5177317222359178,Heroin,Active
SAM_009,SAM_094,0.517665419366728,Heroin,Active
SAM_009,SAM_094,0.517665419366728,Phenacetin,Adulterant
SAM_025,SAM_052,0.5175559448630008,Noscapine,Precursor
SAM_025,SAM_052,0.5175559448630008,Meconine,Precursor
SAM_025,SAM_052,0.5175559448630008,Cocaine,Active
SAM_060,SAM_086,0.5175318914287486,Papaverine,Precursor
SAM_060,SAM_086,0.5175318914287486,Meconine,Precursor
SAM_060,SAM_086,0.5175318914287486,Caffeine,Adulterant
SAM_060,SAM_086,0.5175318914287486,Diacetamate,Unknown
SAM_014,SAM_050,0.5175299824563304,Ecgonine methyl ester,Precursor
SAM_014,SAM_050,0.5175299824563304,Diacetamate,Unknown
SAM_014,SAM_050,0.5175299824563304,Heroin,Active
SAM_014,SAM_050,0.5175299824563304,Ecgonidine methyl ester,Precursor
SAM_049,SAM_074,0.5174365749388543,Heroin,Active
SAM_049,SAM_074,0.5174365749388543,Caffeine,Adulterant
SAM_049,SAM_074,0.5174365749388543,Cocaine,Active
SAM_022,SAM_035,0.5173399822224088,Ecgonidine methyl ester,Precursor
SAM_022,SAM_035,0.5173399822224088,Cocaine,Active
SAM_022,SAM_035,0.5173399822224088,Phenacetin,Adulterant
SAM_060,SAM_099,0.5173006866802188,Papaverine,Precursor
SAM_060,SAM_099,0.5173006866802188,Acetaminophen,Adulterant
SAM_060,SAM_099,0.5173006866802188,Caffeine,Adulterant
SAM_060,SAM_099,0.5173006866802188,Cinnamoylcocaine,Precursor
SAM_059,SAM_073,0.5172569731999203,Meconine,Precursor
SAM_059,SAM_073,0.5172569731999203,Caffeine,Adulterant
SAM_059,SAM_073,0.5172569731999203,6-Monoacetylmorphine,Precursor
SAM_059,SAM_073,0.5172569731999203,Acetylcodeine,Precursor
SAM_059,SAM_073,0.5172569731999203,Phenacetin,Adulterant
SAM_050,SAM_051,0.5170827101369551,Meconine,Precursor
SAM_050,SAM_051,0.5170827101369551,Ecgonidine methyl ester,Precursor
SAM_050,SAM_051,0.5170827101369551,Phenacetin,Adulterant
SAM_050,SAM_051,0.5170827101369551,Heroin,Active
SAM_039,SAM_072,0.5170773811414914,Papaverine,Precursor
SAM_039,SAM_072,0.5170773811414914,Heroin,Active
SAM_039,SAM_072,0.5170773811414914,Acetylcodeine,Precursor
SAM_016,SAM_090,0.5169846485443637,Papaverine,Precursor
SAM_016,SAM_090,0.5169846485443637,Meconine,Precursor
SAM_016,SAM_090,0.5169846485443637,Phenacetin,Adulterant
SAM_002,SAM_099,0.516980376287321,Papaverine,Precursor
SAM_002,SAM_099,0.516980376287321,Cinnamoylcocaine,Precursor
SAM_002,SAM_099,0.516980376287321,Phenacetin,Adulterant
SAM_041,SAM_072,0.5165877145164783,Papaverine,Precursor
SAM_041,SAM_072,0.5165877145164783,Heroin,Active
SAM_041,SAM_072,0.5165877145164783,Acetylcodeine,Precursor
SAM_007,SAM_047,0.5165146325576315,Acetaminophen,Adulterant
SAM_007,SAM_047,0.5165146325576315,Caffeine,Adulterant
SAM_007,SAM_047,0.5165146325576315,Cocaine,Active
SAM_006,SAM_052,0.5164738606475201,Meconine,Precursor
SAM_006,SAM_052,0.5164738606475201,Acetylcodeine,Precursor
SAM_006,SAM_052,0.5164738606475201,Heroin,Active
SAM_006,SAM_052,0.5164738606475201,Hydrocotarnine,Precursor
SAM_006,SAM_052,0.5164738606475201,Phenacetin,Adulterant
SAM_033,SAM_041,0.5164093754668874,Acetylcodeine,Precursor
SAM_033,SAM_041,0.5164093754668874,Meconine,Precursor
SAM_033,SAM_041,0.5164093754668874,Benzoic acid,Unknown
SAM_033,SAM_041,0.5164093754668874,Phenacetin,Adulterant
SAM_043,SAM_054,0.5163830963607784,Papaverine,Precursor
SAM_043,SAM_054,0.5163830963607784,Meconine,Precursor
SAM_043,SAM_054,0.5163830963607784,Ecgonidine methyl ester,Precursor
SAM_043,SAM_054,0.5163830963607784,6-Monoacetylmorphine,Precursor
SAM_043,SAM_054,0.5163830963607784,Acetylcodeine,Precursor
SAM_043,SAM_054,0.5163830963607784,Phenacetin,Adulterant
SAM_043,SAM_054,0.5163830963607784,Triacetin,Unknown
SAM_047,SAM_056,0.5163372688559422,Ecgonine methyl ester,Precursor
SAM_047,SAM_056,0.5163372688559422,Acetylcodeine,Precursor
SAM_047,SAM_056,0.5163372688559422,Caffeine,Adulterant
SAM_075,SAM_081,0.5160883796911974,Diacetamate,Unknown
SAM_075,SAM_081,0.5160883796911974,Caffeine,Adulterant
SAM_075,SAM_081,0.5160883796911974,6-Monoacetylmorphine,Precursor
SAM_075,SAM_081,0.5160883796911974,Acetylthebaol,Precursor
SAM_075,SAM_081,0.5160883796911974,Heroin,Active
SAM_013,SAM_045,0.5159776772704407,Ecgonidine methyl ester,Precursor
SAM_013,SAM_045,0.5159776772704407,Caffeine,Adulterant
SAM_013,SAM_045,0.5159776772704407,Heroin,Active
SAM_013,SAM_045,0.5159776772704407,Phenacetin,Adulterant
SAM_013,SAM_045,0.5159776772704407,Triacetin,Unknown
SAM_022,SAM_098,0.5158017813053792,Ecgonidine methyl ester,Precursor
SAM_022,SAM_098,0.5158017813053792,Phenacetin,Adulterant
SAM_067,SAM_070,0.5155870882095541,Diacetamate,Unknown
SAM_067,SAM_070,0.5155870882095541,Acetaminophen,Adulterant
SAM_050,SAM_086,0.5155173876745623,Meconine,Precursor
SAM_050,SAM_086,0.5155173876745623,Diacetamate,Unknown
SAM_050,SAM_086,0.5155173876745623,Ecgonidine methyl ester,Precursor
SAM_050,SAM_086,0.5155173876745623,Cocaine,Active
SAM_050,SAM_086,0.5155173876745623,Heroin,Active
SAM_060,SAM_090,0.515432241149057,Papaverine,Precursor
SAM_060,SAM_090,0.515432241149057,Meconine,Precursor
SAM_060,SAM_090,0.515432241149057,Diacetamate,Unknown
SAM_037,SAM_091,0.5152387914042945,Ecgonine methyl ester,Precursor
SAM_037,SAM_091,0.5152387914042945,Acetylthebaol,Precursor
SAM_037,SAM_091,0.5152387914042945,Caffeine,Adulterant
SAM_047,SAM_091,0.5151652120593139,Ecgonine methyl ester,Precursor
SAM_047,SAM_091,0.5151652120593139,Heroin,Active
SAM_047,SAM_091,0.5151652120593139,Caffeine,Adulterant
SAM_075,SAM_086,0.5148752114798718,Meconine,Precursor
SAM_075,SAM_086,0.5148752114798718,Diacetamate,Unknown
SAM_075,SAM_086,0.5148752114798718,Ecgonidine methyl ester,Precursor
SAM_075,SAM_086,0.5148752114798718,Caffeine,Adulterant
SAM_075,SAM_086,0.5148752114798718,Heroin,Active
SAM_019,SAM_030,0.5148713334195296,6-Monoacetylmorphine,Precursor
SAM_019,SAM_030,0.5148713334195296,Hydrocotarnine,Precursor
SAM_019,SAM_030,0.5148713334195296,Cocaine,Active
SAM_054,SAM_061,0.5148503013090071,Ecgonidine methyl ester,Precursor
SAM_054,SAM_061,0.5148503013090071,6-Monoacetylmorphine,Precursor
SAM_054,SAM_061,0.5148503013090071,Acetylcodeine,Precursor
SAM_054,SAM_061,0.5148503013090071,Heroin,Active
SAM_054,SAM_061,0.5148503013090071,Phenacetin,Adulterant
SAM_054,SAM_061,0.5148503013090071,Triacetin,Unknown
SAM_001,SAM_061,0.5148452404140972,Ecgonidine methyl ester,Precursor
SAM_001,SAM_061,0.5148452404140972,6-Monoacetylmorphine,Precursor
SAM_001,SAM_061,0.5148452404140972,Acetylcodeine,Precursor
SAM_001,SAM_061,0.5148452404140972,Heroin,Active
SAM_001,SAM_061,0.5148452404140972,Acetaminophen,Adulterant
SAM_007,SAM_024,0.5146661390163974,Papaverine,Precursor
SAM_007,SAM_024,0.5146661390163974,Meconine,Precursor
SAM_007,SAM_024,0.5146661390163974,Caffeine,Adulterant
SAM_007,SAM_024,0.5146661390163974,Hydrocotarnine,Precursor
SAM_081,SAM_092,0.5146496588707485,Acetylcodeine,Precursor
SAM_081,SAM_092,0.5146496588707485,Caffeine,Adulterant
SAM_081,SAM_092,0.5146496588707485,Cocaine,Active
SAM_047,SAM_049,0.514645444549968,Acetylcodeine,Precursor
SAM_047,SAM_049,0.514645444549968,Heroin,Active
SAM_047,SAM_049,0.514645444549968,Caffeine,Adulterant
SAM_047,SAM_049,0.514645444549968,Cocaine,Active
SAM_013,SAM_088,0.514526047533036,Ecgonidine methyl ester,Precursor
SAM_013,SAM_088,0.514526047533036,Caffeine,Adulterant
SAM_013,SAM_088,0.514526047533036,Phenacetin,Adulterant
SAM_016,SAM_076,0.5143698370356607,Papaverine,Precursor
SAM_016,SAM_076,0.5143698370356607,Cocaine,Active
SAM_016,SAM_076,0.5143698370356607,Phenacetin,Adulterant
SAM_069,SAM_096,0.5142141809714615,Meconine,Precursor
SAM_069,SAM_096,0.5142141809714615,Acetaminophen,Adulterant
SAM_069,SAM_096,0.5142141809714615,Cocaine,Active
SAM_069,SAM_096,0.5142141809714615,Heroin,Active
SAM_005,SAM_073,0.5141318039331877,Meconine,Precursor
SAM_005,SAM_073,0.5141318039331877,Caffeine,Adulterant
SAM_005,SAM_073,0.5141318039331877,6-Monoacetylmorphine,Precursor
SAM_005,SAM_073,0.5141318039331877,Hydrocotarnine,Precursor
SAM_005,SAM_073,0.5141318039331877,Phenacetin,Adulterant
SAM_039,SAM_076,0.5140399080785056,Papaverine,Precursor
SAM_039,SAM_076,0.5140399080785056,Acetaminophen,Adulterant
SAM_039,SAM_076,0.5140399080785056,Phenacetin,Adulterant
SAM_002,SAM_023,0.5139866226103467,Meconine,Precursor
SAM_002,SAM_023,0.5139866226103467,Phenacetin,Adulterant
SAM_079,SAM_080,0.5134613752844952,Acetylcodeine,Precursor
SAM_079,SAM_080,0.5134613752844952,Cocaine,Active
SAM_057,SAM_096,0.5131977440845723,Heroin,Active
SAM_057,SAM_096,0.5131977440845723,Acetaminophen,Adulterant
SAM_057,SAM_096,0.5131977440845723,Caffeine,Adulterant
SAM_057,SAM_096,0.5131977440845723,Cocaine,Active
SAM_054,SAM_098,0.5131489217812145,Papaverine,Precursor
SAM_054,SAM_098,0.5131489217812145,Ecgonidine methyl ester,Precursor
SAM_054,SAM_098,0.5131489217812145,Glycerol triacetate,Unknown
SAM_054,SAM_098,0.5131489217812145,Phenacetin,Adulterant
SAM_074,SAM_086,0.5131319458223549,Noscapine,Precursor
SAM_074,SAM_086,0.5131319458223549,Heroin,Active
SAM_074,SAM_086,0.5131319458223549,Caffeine,Adulterant
SAM_074,SAM_086,0.5131319458223549,Cocaine,Active
SAM_017,SAM_088,0.5130778081005091,Meconine,Precursor
SAM_017,SAM_088,0.5130778081005091,Ecgonidine methyl ester,Precursor
SAM_017,SAM_088,0.5130778081005091,Caffeine,Adulterant
SAM_017,SAM_088,0.5130778081005091,Acetylcodeine,Precursor
SAM_017,SAM_088,0.5130778081005091,Noscapine,Precursor
SAM_054,SAM_086,0.513073793224055,Papaverine,Precursor
SAM_054,SAM_086,0.513073793224055,Meconine,Precursor
SAM_054,SAM_086,0.513073793224055,Ecgonidine methyl ester,Precursor
SAM_054,SAM_086,0.513073793224055,Acetylcodeine,Precursor
SAM_054,SAM_086,0.513073793224055,Heroin,Active
SAM_041,SAM_094,0.5130380384083062,Papaverine,Precursor
SAM_041,SAM_094,0.5130380384083062,Heroin,Active
SAM_041,SAM_094,0.5130380384083062,Ecgonidine methyl ester,Precursor
SAM_041,SAM_094,0.5130380384083062,Phenacetin,Adulterant
SAM_002,SAM_016,0.5129380306821834,Papaverine,Precursor
SAM_002,SAM_016,0.5129380306821834,Meconine,Precursor
SAM_002,SAM_016,0.5129380306821834,Phenacetin,Adulterant
SAM_052,SAM_092,0.5126463658980176,Acetylcodeine,Precursor
SAM_052,SAM_092,0.5126463658980176,Meconine,Precursor
SAM_052,SAM_092,0.5126463658980176,Hydrocotarnine,Precursor
SAM_052,SAM_092,0.5126463658980176,Cocaine,Active
SAM_070,SAM_086,0.512484104775802,Papaverine,Precursor
SAM_070,SAM_086,0.512484104775802,Cocaine,Active
SAM_070,SAM_086,0.512484104775802,Diacetamate,Unknown
SAM_070,SAM_086,0.512484104775802,Noscapine,Precursor
SAM_050,SAM_090,0.5124769206979343,Diacetamate,Unknown
SAM_050,SAM_090,0.5124769206979343,Meconine,Precursor
SAM_050,SAM_090,0.5124769206979343,Phenacetin,Adulterant
SAM_050,SAM_090,0.5124769206979343,Heroin,Active
SAM_006,SAM_058,0.512381701438272,Diacetamate,Unknown
SAM_006,SAM_058,0.512381701438272,Caffeine,Adulterant
SAM_006,SAM_058,0.512381701438272,6-Monoacetylmorphine,Precursor
SAM_006,SAM_058,0.512381701438272,Acetylcodeine,Precursor
SAM_006,SAM_058,0.512381701438272,Heroin,Active
SAM_006,SAM_058,0.512381701438272,Hydrocotarnine,Precursor
SAM_010,SAM_042,0.5122220810917707,Acetylcodeine,Precursor
SAM_010,SAM_042,0.5122220810917707,6-Monoacetylmorphine,Precursor
SAM_060,SAM_067,0.5122090511507461,Diacetamate,Unknown
SAM_060,SAM_067,0.5122090511507461,Acetaminophen,Adulterant
SAM_060,SAM_067,0.5122090511507461,Caffeine,Adulterant
SAM_077,SAM_100,0.5118805034906009,Ecgonine methyl ester,Precursor
SAM_077,SAM_100,0.5118805034906009,Hydrocotarnine,Precursor
SAM_037,SAM_082,0.5117587410763171,Acetylcodeine,Precursor
SAM_037,SAM_082,0.5117587410763171,Triacetin,Unknown
SAM_037,SAM_082,0.5117587410763171,Acetylthebaol,Precursor
SAM_002,SAM_006,0.5114438761586795,Meconine,Precursor
SAM_002,SAM_006,0.5114438761586795,Hydrocotarnine,Precursor
SAM_002,SAM_006,0.5114438761586795,Phenacetin,Adulterant
SAM_038,SAM_088,0.5114031833820142,Papaverine,Precursor
SAM_038,SAM_088,0.5114031833820142,Caffeine,Adulterant
SAM_038,SAM_088,0.5114031833820142,Acetylcodeine,Precursor
SAM_038,SAM_088,0.5114031833820142,Phenacetin,Adulterant
SAM_017,SAM_081,0.5113719846687547,Acetylcodeine,Precursor
SAM_017,SAM_081,0.5113719846687547,Heroin,Active
SAM_017,SAM_081,0.5113719846687547,Caffeine,Adulterant
SAM_017,SAM_081,0.5113719846687547,Cocaine,Active
SAM_017,SAM_057,0.5113351317859077,Ecgonidine methyl ester,Precursor
SAM_017,SAM_057,0.5113351317859077,Caffeine,Adulterant
SAM_017,SAM_057,0.5113351317859077,Cocaine,Active
SAM_017,SAM_057,0.5113351317859077,Heroin,Active
SAM_017,SAM_057,0.5113351317859077,Acetaminophen,Adulterant
SAM_032,SAM_068,0.5111844024145415,Noscapine,Precursor
SAM_032,SAM_068,0.5111844024145415,Caffeine,Adulterant
SAM_032,SAM_068,0.5111844024145415,Hydrocotarnine,Precursor
SAM_021,SAM_080,0.5111596083396766,Acetaminophen,Adulterant
SAM_021,SAM_080,0.5111596083396766,Cocaine,Active
SAM_063,SAM_075,0.5111004711828953,Meconine,Precursor
SAM_063,SAM_075,0.5111004711828953,Caffeine,Adulterant
SAM_063,SAM_075,0.5111004711828953,Tetramisole or levamisole,Adulterant
SAM_013,SAM_054,0.5110873148143404,Heroin,Active
SAM_013,SAM_054,0.5110873148143404,Ecgonidine methyl ester,Precursor
SAM_013,SAM_054,0.5110873148143404,Triacetin,Unknown
SAM_013,SAM_054,0.5110873148143404,Phenacetin,Adulterant
SAM_027,SAM_041,0.5110667183374891,Papaverine,Precursor
SAM_027,SAM_041,0.5110667183374891,Meconine,Precursor
SAM_027,SAM_041,0.5110667183374891,Acetylcodeine,Precursor
SAM_027,SAM_041,0.5110667183374891,Acetylthebaol,Precursor
SAM_027,SAM_041,0.5110667183374891,Phenacetin,Adulterant
SAM_058,SAM_060,0.5110578133887044,Diacetamate,Unknown
SAM_058,SAM_060,0.5110578133887044,Acetaminophen,Adulterant
SAM_058,SAM_060,0.5110578133887044,Caffeine,Adulterant
SAM_058,SAM_060,0.5110578133887044,Morphine,Active
SAM_015,SAM_081,0.5110372460974973,Diacetamate,Unknown
SAM_015,SAM_081,0.5110372460974973,6-Monoacetylmorphine,Precursor
SAM_015,SAM_081,0.5110372460974973,Cocaine,Active
SAM_015,SAM_081,0.5110372460974973,Acetylcodeine,Precursor
SAM_015,SAM_081,0.5110372460974973,Heroin,Active
SAM_008,SAM_022,0.5110269282610753,Cocaine,Active
SAM_008,SAM_022,0.5110269282610753,6-Monoacetylmorphine,Precursor
SAM_008,SAM_022,0.5110269282610753,Phenacetin,Adulterant
SAM_039,SAM_069,0.5106998979004226,Heroin,Active
SAM_039,SAM_069,0.5106998979004226,Acetaminophen,Adulterant
SAM_039,SAM_069,0.5106998979004226,Phenacetin,Adulterant
SAM_043,SAM_097,0.510631656295586,Diacetamate,Unknown
SAM_043,SAM_097,0.510631656295586,Phenacetin,Adulterant
SAM_043,SAM_097,0.510631656295586,Cocaine,Active
SAM_043,SAM_097,0.510631656295586,Noscapine,Precursor
SAM_053,SAM_079,0.5105831969607515,Papaverine,Precursor
SAM_053,SAM_079,0.5105831969607515,Cocaine,Active
SAM_028,SAM_063,0.5095905496481066,Acetylcodeine,Precursor
SAM_028,SAM_063,0.5095905496481066,Meconine,Precursor
SAM_028,SAM_063,0.5095905496481066,Caffeine,Adulterant
SAM_022,SAM_050,0.5093641128125583,Ecgonidine methyl ester,Precursor
SAM_022,SAM_050,0.5093641128125583,Cocaine,Active
SAM_022,SAM_050,0.5093641128125583,Phenacetin,Adulterant
SAM_027,SAM_054,0.5091198667333875,Papaverine,Precursor
SAM_027,SAM_054,0.5091198667333875,Meconine,Precursor
SAM_027,SAM_054,0.5091198667333875,Acetylcodeine,Precursor
SAM_027,SAM_054,0.5091198667333875,Hydrocotarnine,Precursor
SAM_027,SAM_054,0.5091198667333875,Phenacetin,Adulterant
SAM_012,SAM_093,0.5090861660461254,Diacetamate,Unknown
SAM_012,SAM_093,0.5090861660461254,Acetylcodeine,Precursor
SAM_012,SAM_093,0.5090861660461254,Caffeine,Adulterant
SAM_012,SAM_093,0.5090861660461254,Cocaine,Active
SAM_086,SAM_090,0.509019384005761,Papaverine,Precursor
SAM_086,SAM_090,0.509019384005761,Meconine,Precursor
SAM_086,SAM_090,0.509019384005761,Diacetamate,Unknown
SAM_086,SAM_090,0.509019384005761,Heroin,Active
SAM_030,SAM_048,0.5090049660905978,6-Monoacetylmorphine,Precursor
SAM_030,SAM_048,0.5090049660905978,P-phenetidine,Adulterant
SAM_030,SAM_048,0.5090049660905978,Cocaine,Active
SAM_004,SAM_014,0.5089876974994709,Diacetamate,Unknown
SAM_004,SAM_014,0.5089876974994709,Ecgonidine methyl ester,Precursor
SAM_004,SAM_014,0.5089876974994709,6-Monoacetylmorphine,Precursor
SAM_004,SAM_014,0.5089876974994709,Heroin,Active
SAM_004,SAM_014,0.5089876974994709,Acetaminophen,Adulterant
SAM_063,SAM_086,0.508891659366639,Acetylcodeine,Precursor
SAM_063,SAM_086,0.508891659366639,Meconine,Precursor
SAM_063,SAM_086,0.508891659366639,Caffeine,Adulterant
SAM_063,SAM_086,0.508891659366639,Noscapine,Precursor
SAM_008,SAM_010,0.5088659773770297,6-Monoacetylmorphine,Precursor
SAM_008,SAM_010,0.5088659773770297,Acetylcodeine,Precursor
SAM_008,SAM_010,0.5088659773770297,Cocaine,Active
SAM_008,SAM_010,0.5088659773770297,Phenacetin,Adulterant
SAM_040,SAM_073,0.5088492089978145,Acetylcodeine,Precursor
SAM_040,SAM_073,0.5088492089978145,Hydrocotarnine,Precursor
SAM_040,SAM_073,0.5088492089978145,6-Monoacetylmorphine,Precursor
